weighted_rmsse,mae,bias,n_series,num_leaves,learning_rate,min_data_in_leaf,train_seconds,best_iteration
0.8329214548275163,1.642842166778459,-0.2873913837422139,4060,128,0.05,50,67.48873925209045,108
0.8332491291774745,1.6383665808876327,-0.26678653537980684,4060,64,0.1,200,36.35445952415466,55
0.8334138281962831,1.6376100171074466,-0.262863921830763,4060,64,0.05,200,83.6254403591156,141
0.8336613974721461,1.638324583464395,-0.2757514439068404,4060,64,0.05,50,54.52976751327515,117
0.8342586628090929,1.6448179471290563,-0.2806682873273604,4060,128,0.05,200,68.6095187664032,107
0.8343725278098282,1.6409655186013428,-0.26635129300569604,4060,64,0.1,50,42.975759506225586,56
0.8355565731133671,1.6519113954100084,-0.2859113118969515,4060,128,0.1,50,36.416011095047,36
0.8356344523896483,1.6483019173531943,-0.2913747256530601,4060,128,0.1,200,38.185932874679565,41
