weighted_rmsse,mae,bias,n_series,objective,train_seconds,best_iteration
0.8279147584740126,1.6281768080543078,-0.247580866884655,4060,tweedie,124.1425929069519,129
0.832247429000464,1.6389830021605785,-0.23043463710731033,4060,poisson,292.61524295806885,294
0.8274560855134796,1.6379429348186032,-0.22777661178209377,4060,l2,155.02130103111267,200
