weighted_rmsse,mae,bias,n_series,origin_d,origin_date,model
0.7941639003400738,1.5657956610432233,-0.024708816210316186,4060,1857,2016-02-28,lightgbm_tweedie
0.7921482322380309,1.5709693625299754,0.007057192192124454,4065,1885,2016-03-27,lightgbm_tweedie
0.7691508671286629,1.5360477226323364,0.022847121699509573,4065,1913,2016-04-24,lightgbm_tweedie
